Topic,Argument,Evidence_1,Evidence_2,Label
We should end affirmative action,Affirmative action is necessary to compensate for the past,The impetus towards affirmative action is to redress the disadvantages[REF][REF][REF][REF][REF] associated with overt historical discrimination [REF].,"An opinion column in the Houston Chronicle after a similar sale took place at Texas A&M University held that 'Actions like these reinforce the common misconception that affirmative action policies give academically unqualified minority students a get-into-college-free card, and they ignore historical discrimination that denied nonwhites opportunities to be successful at any price, no matter their talents or intelligence.'",1.0
We should end affirmative action,Affirmative action is necessary to compensate for the past,The impetus towards affirmative action is to redress the disadvantages[REF][REF][REF][REF][REF] associated with overt historical discrimination [REF].,"Wesolowski supported affirmative action programs for Saskatoon Catholic teachers in 2001, arguing that past policies had discriminated against women and aboriginals.",1.0
We should end affirmative action,Affirmative action is necessary to compensate for the past,The impetus towards affirmative action is to redress the disadvantages[REF][REF][REF][REF][REF] associated with overt historical discrimination [REF].,"The justification for affirmative action is that it helps to compensate for past discrimination, persecution or exploitation by the ruling class of a culture,[REF] and to address existing discrimination [REF].",0.5
We should end affirmative action,Affirmative action is necessary to compensate for the past,The impetus towards affirmative action is to redress the disadvantages[REF][REF][REF][REF][REF] associated with overt historical discrimination [REF].,"As historian Roger Wilkins has pointed out, Blacks have a 375-year history on this continent: 245 involving slavery, 100 involving legalized discrimination, and only 30 involving anything else (Wilkins, 1995). Jews and Asians, on the other hand, have immigrated to North America—often as doctors, lawyers, professors, entrepreneurs, and so forth. Moreover, European Jews are able to function as part of the White majority. To expect Blacks to show the same upward mobility as Jews and Asians is to deny the historical and social reality that Black people face.",1.0
We should end affirmative action,Affirmative action is necessary to compensate for the past,"Elkins' views were influential during the late 1960s when Daniel Patrick Moynihan, supported Affirmative action programs in order to counteract the lingering effects of slavery on black culture.","An opinion column in the Houston Chronicle after a similar sale took place at Texas A&M University held that 'Actions like these reinforce the common misconception that affirmative action policies give academically unqualified minority students a get-into-college-free card, and they ignore historical discrimination that denied nonwhites opportunities to be successful at any price, no matter their talents or intelligence.'",1.0
We should end affirmative action,Affirmative action perpetuates prejudice,"In Sweden, the Supreme Court has ruled that 'affirmative action' ethnic quotas in universities are discrimination and hence unlawful.","Hardin's last book The Ostrich Factor: Our Population Myopia (1999), a warning about the threat of overpopulation to the Earth's sustainable economic future, called for coercive constraints on 'unqualified reproductive rights' and argued that affirmative action is a form of racism.",1.0
We should end affirmative action,Affirmative action perpetuates prejudice,"In Sweden, the Supreme Court has ruled that 'affirmative action' ethnic quotas in universities are discrimination and hence unlawful.","In a 5-4 vote Thursday, the U.S. Supreme Court declared for the first time that the Second Amendment to the Constitution guarantees the right of individual Americans to keep and bear arms. The court said gun ownership is an individual right, not connected with military service, and that it can be regulated in some ways.",0.5
We should end affirmative action,Affirmative action perpetuates prejudice,"In Sweden, the Supreme Court has ruled that 'affirmative action' ethnic quotas in universities are discrimination and hence unlawful.","Students for Fair Admissions Inc. is in the process of suing Harvard University, alleging that the university caps the number of admissions for Asian American students. Race-blind admission testing would allow the students, with top test scores in the country, a place at a prestigious university. Instead, they are marked down on “personality trait” testing, in which they coincidentally and consistently score low.",1.0
We should end affirmative action,Affirmative action perpetuates prejudice,"Some policies adopted as affirmative action, such as racial quotas or gender quotas for collegiate admission, have been criticised as a form of reverse discrimination, and such implementation of affirmative action has been ruled unconstitutional by the majority opinion of Gratz v. Bollinger.","Hardin's last book The Ostrich Factor: Our Population Myopia (1999), a warning about the threat of overpopulation to the Earth's sustainable economic future, called for coercive constraints on 'unqualified reproductive rights' and argued that affirmative action is a form of racism.",1.0
We should end affirmative action,Affirmative action perpetuates prejudice,"Some policies adopted as affirmative action, such as racial quotas or gender quotas for collegiate admission, have been criticised as a form of reverse discrimination, and such implementation of affirmative action has been ruled unconstitutional by the majority opinion of Gratz v. Bollinger.","In a 5-4 vote Thursday, the U.S. Supreme Court declared for the first time that the Second Amendment to the Constitution guarantees the right of individual Americans to keep and bear arms. The court said gun ownership is an individual right, not connected with military service, and that it can be regulated in some ways.",0.5
We should subsidize journalism,Government intervention has the risk of inserting bias/harming objectivity,"With Shao pointing out the fact that democratic and free journalism can be a powerful weapon against the repressive government, people were made to realize that freedom of speech and publication would not be granted by the government unless they fight for it.","Pinkerton observes a tumultuous history involving allegations of anti-India bias in the BBC's reportage, particularly during the cold war, and concludes that the BBC's coverage of South Asian geopolitics and economics shows a pervasive and hostile anti-India bias due to the BBC's alleged imperialist and neo-colonialist stance.",0.5
We should subsidize journalism,Government intervention has the risk of inserting bias/harming objectivity,"With Shao pointing out the fact that democratic and free journalism can be a powerful weapon against the repressive government, people were made to realize that freedom of speech and publication would not be granted by the government unless they fight for it.","Dacre claimed legislation passed in the last 20 years already helped stop necessary journalistic enquiry, and meant that the press was already on the very cusp of being over regulated.",0.5
We should subsidize space exploration,Space exploration is necessary for the future survival of humanity,,"Spaceflight isn’t just a master-minded escape plan for the richest among us, though. The key to saving our planet, and humanity, partly relies on the innovations from space exploration. The commercial sector has already adopted inventions that were funded or designed by space agencies. These include several ecology-based projects like one that uses LED light color that triggers growth for indoor agriculture or satellites used to predict the weather and document climate change. Space technologies are evolving and can help us harness a more sustainable world.",0.0
We should subsidize space exploration,Space exploration is necessary for the future survival of humanity,,Scientists use the data from these next-generation satellites – which take measurements every 85 centimeters along the ground path – to hopefully improve forecasts for rising sea levels and global weather and climate patterns.,0.0
We should subsidize space exploration,Space exploration is necessary for the future survival of humanity,,"Consider how one day, we will build outposts on the moon and Mars that must replicate and sustain all of our planet’s life-giving essentials off-world. As such, we will need technologies capable of recycling essential resources like water, food, air to make these planets renewable and self-sustaining for current and future space exploration missions. It’s the progress we make in developing these innovations that we will continue to harness as models to preserve Earth’s wellbeing. It’s safe to say, the way to sustainability is up.",0.0
We should subsidize vocational education,subsidizing vocational education leads to an influx in those professions,The study analyzed the impact of subsidies for vocational education in Germany on labor market outcomes and found that the subsidies increased the demand for skilled workers in those fields. This suggests that subsidizing vocational education can lead to an influx of workers in those professions.,The study found that subsidies for vocational education in Germany led to a significant increase in employment in the relevant fields. This suggests that subsidizing vocational education can lead to an influx of workers in those professions.,1.0
We should subsidize vocational education,subsidizing vocational education leads to an influx in those professions,The study analyzed the impact of subsidies for vocational education in Germany on labor market outcomes and found that the subsidies increased the demand for skilled workers in those fields. This suggests that subsidizing vocational education can lead to an influx of workers in those professions.,The study analyzed the impact of subsidies for vocational education in Germany and found that the subsidies led to an increase in enrollment in vocational programs and a decline in enrollment in academic programs. This suggests that subsidies for vocational education can influence student choice and lead to an influx in those fields.,1.0
We should subsidize journalism,Government intervention has the risk of inserting bias/harming objectivity,"In 2003, Bill Hagerty, editor of the British Journalism Review, described Sieghart as very talented but criticised her assumption that broadsheet journalism in newspapers like The Times was intrinsically better or more effective than tabloid journalism.","On 10 October 2006, The Daily Telegraph claimed that The BBC has spent thousands of pounds of licence payers' money trying to block the release of a report which is believed to be highly critical of its Middle East coverage. The corporation is mounting a landmark High Court action to prevent the release of The Balen Report under the Freedom of Information Act, despite the fact that BBC reporters often use the Act to pursue their journalism.",0.5
We should subsidize journalism,Government intervention has the risk of inserting bias/harming objectivity,"In 2003, Bill Hagerty, editor of the British Journalism Review, described Sieghart as very talented but criticised her assumption that broadsheet journalism in newspapers like The Times was intrinsically better or more effective than tabloid journalism.","Indeed, exploration of new types of relationships between Afghan locals and the international community, contradicts assertions made at the time, with the support of war journalism, by insurgents and the US government, that the negative effects of foreign occupation could only be ended with their violent expulsion, or that 40,000 more combat troops were the most critical component for sustainable peace in Afghanistan.",0.5
The USA is a good country to live in,The US is unsafe,An astounding 1.5 million Americans died by gunfire between 1986 and 2017.,"Despite the high employment opportunities, the US still slipped from 20th to 21st place for general quality of life. Reibstein said the main reason for the decline was because just 11% of respondents regarded the US as safe — a significant decline from last year's 38% figure.",1.0
The USA is a good country to live in,The US is unsafe,"A country where, according to the Gun Violence Archive, there have been 253 mass shootings in the country since the beginning of 2019. That’s more shootings than days. Two of those occurred over the weekend in less than 24 hours, first in El Paso, Texas followed by Dayton, Ohio, leaving 31 dead.","Despite the high employment opportunities, the US still slipped from 20th to 21st place for general quality of life. Reibstein said the main reason for the decline was because just 11% of respondents regarded the US as safe — a significant decline from last year's 38% figure.",1.0
The USA is a good country to live in,The US has a negative culture,"Hustle Culture tells us that if we aren’t spending our entire waking lives working, we deserve to be poor!",I struggle so much with this insane work culture in America. We are so freaking proud of working ourselves to death.,0.0
The USA is a good country to live in,The US has a negative culture,"Hustle Culture tells us that if we aren’t spending our entire waking lives working, we deserve to be poor!","According to Dr. Robert Foltz, from the Chicago School of Professional Psychology, the number of American kids receiving medications for behavioral issues rose 56% between 2008 and 2015. During this same seven-year period, medications doubled for kids between two and five years of age.",1.0
The USA is a good country to live in,The US has a negative culture,"Hustle Culture tells us that if we aren’t spending our entire waking lives working, we deserve to be poor!","Tina Marie Griffin said 'I mean how our culture misuses digital technology and how the media spreads false information. I mean sexual immorality, video game violence, social pressures, and the influence of music, television, and films. '",0.0
We should subsidize journalism,Government intervention has the risk of inserting bias/harming objectivity,"The organization used me and others to manipulate the serious subject of anti-Semitism for its own sensationalist agenda.. the BBC knowingly cheated its own audience - the British people - by concocting a false horror story about Poland. In doing so, the BBC has spread fear, ignorance, prejudice and hatred. I am profoundly disturbed by this unethical form of journalism.","A worldwide study on journalism culture conducted by Thomas Hanitzsch et al. between 2007 and 2011 encompassing 21 countries found that journalistic functions like detachment, non-involvement, providing political information and monitoring the government are perceived as essential journalistic virtues worldwide.",0.0
We should subsidize journalism,Government intervention has the risk of inserting bias/harming objectivity,"The organization used me and others to manipulate the serious subject of anti-Semitism for its own sensationalist agenda.. the BBC knowingly cheated its own audience - the British people - by concocting a false horror story about Poland. In doing so, the BBC has spread fear, ignorance, prejudice and hatred. I am profoundly disturbed by this unethical form of journalism.","During the 2006 Lebanon War, Israeli diplomatic officials boycotted BBC news programmes, refused interviews, and excluded BBC reporters from briefings because Israeli officials believed the BBC's reporting was biased, stating the reports we see give the impression that the BBC is working on behalf of Hezbollah instead of doing fair journalism.",0.5
The USA is a good country to live in,The US has high taxation/high costs of living,"Consequently, a struggling Man­hat­tan family with a yearly salary of $60,000, but a standard of living uncomfortably close to the federal poverty line, is taxed at a higher rate than a family with that same standard of living in Atlanta (making $26,000 a year).","Almost half (47%) of Americans believe that cost of living is the biggest threat to their financial security and long-term investments, according to TD Ameritrade’s financial disruptions survey, which polled over 1,000 U.S. adults with at least $10,000 in investable assets.",0.5
The USA is a good country to live in,The US has high taxation/high costs of living,"Consequently, a struggling Man­hat­tan family with a yearly salary of $60,000, but a standard of living uncomfortably close to the federal poverty line, is taxed at a higher rate than a family with that same standard of living in Atlanta (making $26,000 a year).","That’s not surprising, Tom Butch, managing director of retail distribution at TD Ameritrade, tells CNBC Make It. Health care, in particular, has had “high prominence and visibility” as a national issue for so long, which has spurred many concerns about its availability and relative cost.",1.0
The USA is a good country to live in,The US has high taxation/high costs of living,"As he accepted the Republican nomination for president, Donald Trump stated that “America is one of the highest-taxed countries in the world,” while promoting his tax cut proposal.","Americans with less than five-figure incomes pay an effective payroll tax rate of 14.1 percent, while those making seven-figure incomes or more pay just 1.9 percent.",0.0
The USA is a good country to live in,The US has high taxation/high costs of living,"As he accepted the Republican nomination for president, Donald Trump stated that “America is one of the highest-taxed countries in the world,” while promoting his tax cut proposal.","Researchers estimate, for example, that 80 percent of families saw the share of budgets dedicated to spending on needs such as housing and health care increase by more than 7 percentage points between 1984 and 2014, potentially crowding out spending on other categories like leisure, longer-term investments in education, and saving for retirement.",1.0
The USA is a good country to live in,The US has high taxation/high costs of living,"As he accepted the Republican nomination for president, Donald Trump stated that “America is one of the highest-taxed countries in the world,” while promoting his tax cut proposal.","Further, a 2019 Pew survey found that 35 percent of middle-income families frequently worry about paying their bills; similarly, 37 percent worry about the cost of health care for themselves and their families.",0.0
We should prohibit women in combat,Women cannot overcome physical/emotional/mental barriers,"The physical differences between men and women are obvious, as few women have the strength, speed, or aerobic capacity of even the average man. The British military determined that only 1 in 100 trained female soldiers had the physical capacity to function in infantry and armor units.",The US Army is considering reversing gender neutral physical tests because women are overwhelmingly failing to keep up with their male counterparts. The results showed that an overwhelming majority of the women failed to clear the tests while almost 90% of the men managed to pass them.,1.0
We should prohibit women in combat,Women cannot overcome physical/emotional/mental barriers,"Although women have been involved in combat skirmishes, ground-combat service requires sustained combat, sometimes over the course of days or weeks, often under loads substantially exceeding that of the soldier of World War II. This is a disastrous decision made by people (a re-elected president and an outgoing secretary of defense) who will not have to bear its consequences. Instead theywill be suffered by the soldier on the ground, and in some cases they are likely to be fatal.","While the majority of jobs in the armed forces are open equally to men and women, there are some to which women are just not physically suited. The standards of physical fitness have been set to suit men, and women attempting to reach them will over-stretch themselves.  In addition, combat units engage in activities designed to suit men’s capabilities. Women serving in integrated units will suffer higher injury rates as a result of this.",1.0
We should prohibit women in combat,Women cannot overcome physical/emotional/mental barriers,"Although women have been involved in combat skirmishes, ground-combat service requires sustained combat, sometimes over the course of days or weeks, often under loads substantially exceeding that of the soldier of World War II. This is a disastrous decision made by people (a re-elected president and an outgoing secretary of defense) who will not have to bear its consequences. Instead theywill be suffered by the soldier on the ground, and in some cases they are likely to be fatal.","More than seven months after the official launch of the Army Combat Fitness Test, or ACFT, nearly half of female soldiers are still falling short, with enlisted women struggling the most, Military.com has learned. The data again raises questions about whether the Army's attempt to create a fitter force is creating more barriers to success for women.",1.0
We should adopt an austerity regime,Austerity is unfair to the citizens,"Universal credit has punched us in the face. Before much longer people will turn to crime. People will smash the windows to get what they want. This is going to cause riots – Denise Hunter, 57, at the West End food bank in Newcastle-on-Tyne","IMF-required austerity is significantly associated with rising inequality, by increasing the income share to the top ten percent at the expense of the bottom 80 percent. Unsurprisingly, the impact can also be seen in significantly rising poverty levels in countries facing tighter austerity requirements.",0.0
We should adopt an austerity regime,Austerity is unfair to the citizens,"I got hungry because I was smelling the other food. I had to take my eyes away from it. The most unfair thing is the government knows families are going through hard times but they decide not to do anything about it – John Adebola-Samuel, 12, whose family couldn’t get school meals in Dumfries, Scotland, because of their immigration status","I wash in what I call a birdbath – a little hot water in a basin and have a spruce down. To keep warm I wrap up in layers and layers. I never thought I would be 48 and in this position – Sharon Morton, 48, at Newcastle Citizens Advice Bureau",0.5
We should adopt an austerity regime,Austerity is unfair to the citizens,"I got hungry because I was smelling the other food. I had to take my eyes away from it. The most unfair thing is the government knows families are going through hard times but they decide not to do anything about it – John Adebola-Samuel, 12, whose family couldn’t get school meals in Dumfries, Scotland, because of their immigration status","If people don’t have enough space at home, you need to be outside and you are exposed to the big world and all sorts of people and pick up bad habits. Anyone offering them a way of making money, they will take it. That’s why I think drugs and crime are on the increase – Sahra Roble, 19, from South Acton in London",0.5
We should adopt an austerity regime,Austerity is unfair to the citizens,"I got hungry because I was smelling the other food. I had to take my eyes away from it. The most unfair thing is the government knows families are going through hard times but they decide not to do anything about it – John Adebola-Samuel, 12, whose family couldn’t get school meals in Dumfries, Scotland, because of their immigration status","I was 18 [and homeless] and the council said I was not a priority. I was struggling with depression and anxiety and juggling work. I was told that if I stop work and have a baby I would be more likely to get housing – Tayah, west London.",1.0
We should adopt an austerity regime,Austerity is unfair to the citizens,"I got hungry because I was smelling the other food. I had to take my eyes away from it. The most unfair thing is the government knows families are going through hard times but they decide not to do anything about it – John Adebola-Samuel, 12, whose family couldn’t get school meals in Dumfries, Scotland, because of their immigration status","IMF-required austerity is significantly associated with rising inequality, by increasing the income share to the top ten percent at the expense of the bottom 80 percent. Unsurprisingly, the impact can also be seen in significantly rising poverty levels in countries facing tighter austerity requirements.",0.0
We should abandon the use of school uniform,School uniforms are expensive,"School uniforms can seem like an added expense for families already struggling due to the increasing costs of bills and essential items. With the news that families could find themselves £1,200 worse off each year.","95 percent of parents think school uniforms cost too much. About 16 percent said they’ve had to cut back on food and other essentials to pay for uniforms, and 13 percent said its pushed them into debt. ",0.5
We should abandon the use of school uniform,School uniforms are expensive,"School uniforms can seem like an added expense for families already struggling due to the increasing costs of bills and essential items. With the news that families could find themselves £1,200 worse off each year.",The Children’s Society estimated recently that the average cost of a school uniform is now £340.,0.5
We should abandon the use of school uniform,School uniforms are expensive,"School uniforms can seem like an added expense for families already struggling due to the increasing costs of bills and essential items. With the news that families could find themselves £1,200 worse off each year.",Research by the Children's Society from 2020 showed the average spent on school uniform per year was £337 for each secondary child and £315 for primary in Wales. The costs were three times what parents thought was acceptable.,0.5
We should abandon the use of school uniform,School uniforms are expensive," The article called ‘ School Uniforms,’ stated 'Many parents may have to make financial sacrifices or rely on financial aid to pay the tuition at a private school. In such cases, expensive uniforms can be viewed as a financial burden that disproportionately affects students from low-income households. Some vendors have gained reputations for filling orders slowly and providing poor customer service while charging exorbitant prices.'","In a study of consumer costs of uniforms and whether money is actually saved, researchers found that uniforms do not replace kid's clothing, and parents actually ended up spending more money on clothes when uniforms are required. ",1.0
We should abandon the use of school uniform,School uniforms are expensive," The article called ‘ School Uniforms,’ stated 'Many parents may have to make financial sacrifices or rely on financial aid to pay the tuition at a private school. In such cases, expensive uniforms can be viewed as a financial burden that disproportionately affects students from low-income households. Some vendors have gained reputations for filling orders slowly and providing poor customer service while charging exorbitant prices.'","95 percent of parents think school uniforms cost too much. About 16 percent said they’ve had to cut back on food and other essentials to pay for uniforms, and 13 percent said its pushed them into debt. ",0.0
We should abolish the right to keep and bear arms,Gun ownership allows for mass-shootings/general gun violence,"An editorial published in the June 1985 American Journal of Public Health noted, “gun-inflicted deaths [often] ensue from impromptu arguments and fights; in the US, two-thirds of the 7,900 deaths in 1981 involving arguments and brawls were caused by guns.” ","A 1993 study published in The New England Journal of Medicine found that '[r]ather than confer protection, guns kept in the home are associated with an increase in the risk of homicide by a family member or intimate acquaintance.'",0.5
We should abolish the right to keep and bear arms,Gun ownership allows for mass-shootings/general gun violence,"An editorial published in the June 1985 American Journal of Public Health noted, “gun-inflicted deaths [often] ensue from impromptu arguments and fights; in the US, two-thirds of the 7,900 deaths in 1981 involving arguments and brawls were caused by guns.” ","'On the absolute scale, this means that a state like California, which has approximately two mass shootings per year, will have an extra mass shooting for every 10 unit increase in permissiveness over five years,' explain the researchers. 'It will also have three to five more mass shootings per five years for every 10 unit increase in gun ownership,' they add.",0.0
We should abolish the right to keep and bear arms,Gun ownership allows for mass-shootings/general gun violence,"A 1993 study published in The New England Journal of Medicine found that '[r]ather than confer protection, guns kept in the home are associated with an increase in the risk of homicide by a family member or intimate acquaintance.'","'On the absolute scale, this means that a state like California, which has approximately two mass shootings per year, will have an extra mass shooting for every 10 unit increase in permissiveness over five years,' explain the researchers. 'It will also have three to five more mass shootings per five years for every 10 unit increase in gun ownership,' they add.",0.0
We should adopt an austerity regime,Austerity cuts access to essential services,"Years of brutal cuts to public health services, following NHS reform legislation passed in 2012 which moved public health from the NHS to local authorities whose budgets were hit the hardest, had taken their toll.","Nationally, local authority budgets were cut by nearly a third from 2010 to 2018, according to the UK National Audit Office and the public health grant fell by £700m in real terms between 2014/15 and 2019/20, as revealed by a Health Foundation report. Across society a decade was defined by the destruction of a safety net built over many years. From the closure of Sure Start centres and libraries to the crumbling estates and rocketing vacancy lists of NHS organisations – few public services were left unscathed.",0.5
We should adopt an austerity regime,Austerity cuts access to essential services,"Years of brutal cuts to public health services, following NHS reform legislation passed in 2012 which moved public health from the NHS to local authorities whose budgets were hit the hardest, had taken their toll.","As Sir Michael’s landmark report in February, 10 years on from the Marmot review of 2010, said: ‘From rising child poverty and the closure of children’s centres, to declines in education funding, an increase in precarious work and zero hours contracts, to a housing affordability crisis and a rise in homelessness, to people with insufficient money to lead a healthy life and resorting to food banks in large numbers, to ignored communities with poor conditions and little reason for hope… Austerity will cast a long shadow over the lives of the children born and growing up under its effects.’",0.5
The USA is a good country to live in,The US is xenophobic/racist,"'Xenophobia doesn’t just reveal itself through a bigoted relative who is saying stuff about ‘the Mexicans’ at Thanksgiving dinner,' says Lee. 'Xenophobia is a form of racism that has been embedded in our laws.'","For example, Germans were first labeled “swarthy,” a term that was meant to signify blackness and to imply that German immigration was undesirable.",1.0
The USA is a good country to live in,The US is xenophobic/racist,"'Xenophobia doesn’t just reveal itself through a bigoted relative who is saying stuff about ‘the Mexicans’ at Thanksgiving dinner,' says Lee. 'Xenophobia is a form of racism that has been embedded in our laws.'","MADISON - Assembly Speaker Robin Vos blamed the culture of immigrant populations for a coronavirus outbreak in Racine County, according to a secret recording of his meeting last month with Gov. Tony Evers.",1.0
The USA is a good country to live in,The US is xenophobic/racist,"'Xenophobia doesn’t just reveal itself through a bigoted relative who is saying stuff about ‘the Mexicans’ at Thanksgiving dinner,' says Lee. 'Xenophobia is a form of racism that has been embedded in our laws.'","Researchers recently tested 355,000 White and 77,000 Black Americans and discovered a strong link between a fear of diseases and implicit/explicit racial bias. The tests found that 'among white people who are highly averse to germs, images that evoke thoughts of infectious disease also increase bias against African Americans.'",1.0
We should end affirmative action,Affirmative action reduces quality,"John A. Farrell stated : ‘In 2003, the U.S. Supreme Court ruled against Barbara Grutter, a [white] college grad who sued the University of Michigan law school because it employed racial preferences in its admissions process to achieve academic diversity.’","Almost 70% of white students graduate from higher education, compared to about 50% of Black and Latine students. This shows affirmative action isn't completely doing its job. Just because BIPOC students are getting into a university, doesn't necessarily mean they are being equipped with the tools they need to succeed in that university.",1.0
We should end affirmative action,Affirmative action reduces quality,"John A. Farrell stated : ‘In 2003, the U.S. Supreme Court ruled against Barbara Grutter, a [white] college grad who sued the University of Michigan law school because it employed racial preferences in its admissions process to achieve academic diversity.’","For example, according to data released by the University of Texas in connection with Fisher, the mean SAT scores (out of 2400) and mean high-school grade-point averages (on a 4.0 scale) varied widely by race for the entering class of 2009. For Asians, the numbers were 1991 and 3.07; whites were at 1914 and 3.04; Hispanics at 1794 and 2.83; and African-Americans at 1524 and 2.57. The SAT scores for the Asian students placed them in the 93rd percentile of 2009 SAT-takers nationwide; the African-American students, meanwhile, were at the 52nd percentile.",0.0
We should end affirmative action,Affirmative action reduces quality,"Clint Bolick, JD, Director of the Goldwater Institute, mentioned : 'When blacks and Hispanics flunk examinations, the cause is less likely to be discrimination than the appalling educational conditions to which most economically disadvantaged black and Hispanic children are consigned. ‘Affirmative action’ programs that leap-frog less-qualified minorities over more-qualified non-minorities sweep those systemic problems under the carpet. As such, race-based affirmative action programs perpetuate fraud upon the very groups they are designed to help.'","Prominent African American academics Henry Louis Gates and Lani Guinier, while favoring affirmative action, have argued that in practice, it has led to recent black immigrants and their children being greatly overrepresented at elite institutions, at the expense of the historic African American community made up of descendants of slaves [REF].",1.0
We should end affirmative action,Affirmative action boosts diversity,"Scott Plous, PhD, Professor of Psychology at Wesleyan University, wrote in his article “Ten Myths About Affirmative Action,” posted on his website: 'Several studies have documented important gains in racial and gender equality as a direct result of affirmative action.'","In Fisher v. University of Texas at Austin, the APALC submitted a brief supporting the University of Texas in preserving the use of affirmative action in admissions, saying Asian students 'benefited from exposure to a diverse student body.'",1.0
We should end affirmative action,Affirmative action boosts diversity,"Ibram X. Kendi, director of the Boston University Center of Antiracist Research, told CBS News, 'If we as a nation are serious about creating equity and justice, we have to institute programs that have been proven to create more equity in our schools, in our colleges, and our workplaces.' He added, 'Affirmative action programs in education have been demonstrated to increase diversity and increase access specifically for underrepresented groups.'","For example, one study found that students of color experience a 23 percentage point decline in likelihood of admission to highly selective public colleges after an affirmative action ban goes into effect.",1.0
We should end affirmative action,Affirmative action boosts diversity,"Ibram X. Kendi, director of the Boston University Center of Antiracist Research, told CBS News, 'If we as a nation are serious about creating equity and justice, we have to institute programs that have been proven to create more equity in our schools, in our colleges, and our workplaces.' He added, 'Affirmative action programs in education have been demonstrated to increase diversity and increase access specifically for underrepresented groups.'","Evidence gathered by the Century Foundation suggests that racially integrated classrooms can reduce students’ racial bias, improve satisfaction and intellectual self-confidence, and enhance leadership skills. These benefits may translate to better economic outcomes and, among other payoffs, prepare students to work in a diverse global economy, increasing the productivity, effectiveness, and creativity of teams.",1.0
We should end affirmative action,Affirmative action boosts diversity,"Ibram X. Kendi, director of the Boston University Center of Antiracist Research, told CBS News, 'If we as a nation are serious about creating equity and justice, we have to institute programs that have been proven to create more equity in our schools, in our colleges, and our workplaces.' He added, 'Affirmative action programs in education have been demonstrated to increase diversity and increase access specifically for underrepresented groups.'","Institutions of higher education have placed a greater priority on integration and campus diversity in recent decades. White women may have been among the greatest beneficiaries of this effort. Between 1967 and 2009, female college enrollment more than doubled—from 19 percent of all students to 44 percent. During this period, the percentage of white women age 25 to 35 with college degrees surged from less than 15 percent to more than 40 percent.",1.0
We should end affirmative action,Affirmative action boosts diversity,"Ibram X. Kendi, director of the Boston University Center of Antiracist Research, told CBS News, 'If we as a nation are serious about creating equity and justice, we have to institute programs that have been proven to create more equity in our schools, in our colleges, and our workplaces.' He added, 'Affirmative action programs in education have been demonstrated to increase diversity and increase access specifically for underrepresented groups.'","When the practice ended in California, the state’s most selective campuses saw minority enrollment drop more than 50%, and earnings fall for Black and Hispanic graduates. University of Michigan still hasn’t fully regained its share of Black students, despite millions of dollars spent over 15 years. And at the University of Oklahoma’s largest campus, the number of Indigenous freshmen fell 11% in one year, despite the state being home to one of the largest Native American populations.",1.0
The USA is a good country to live in,The US is a powerful country,"The US has been ranked the world's most powerful country for the seventh time, according to the latest rankings by the Wharton School at the University of Pennsylvania and US News & World Report.",It has the third largest population in the world (325 million) and its economy produces around one quarter of the world's wealth – $17.97 trillion in 2015.,1.0
The USA is a good country to live in,The US is a powerful country,"'There's no country that is viewed more of a leader than the United States,' said David Reibstein, a professor of marketing at the Wharton School who conducted the research.","The United States of America is a North American nation that is the world’s most dominant economic and military power. Likewise, its cultural imprint spans the world, led in large part by its popular culture expressed in music, movies and television.",0.0
The USA is a good country to live in,The US is a powerful country,"'There's no country that is viewed more of a leader than the United States,' said David Reibstein, a professor of marketing at the Wharton School who conducted the research.","With so many advantages and strengths, the U.S. towers over its rivals worldwide, despite misperceptions of the threats from China and Russia, says a Tufts political scientist.",0.5
The USA is a good country to live in,The US is a powerful country,"'There's no country that is viewed more of a leader than the United States,' said David Reibstein, a professor of marketing at the Wharton School who conducted the research.","But Michael Beckley, an associate professor of political science at Tufts, doesn’t buy that. To him, this is the era of the U.S. as sole superpower, and the country’s domination of the global order should continue for decades, at least.",0.0
The USA is a good country to live in,The US is a powerful country,"'There's no country that is viewed more of a leader than the United States,' said David Reibstein, a professor of marketing at the Wharton School who conducted the research.",It has the third largest population in the world (325 million) and its economy produces around one quarter of the world's wealth – $17.97 trillion in 2015.,1.0
We should abolish the right to keep and bear arms,Gun ownership is necessary for hunting/sports-shooting,"Austerity Britain was in breach of four UN human rights agreements relating to women, children, disabled people and economic and social rights. “If you got a group of misogynists in a room and said how can we make this system work for men and not for women they would not have come up with too many ideas that are not already in place,” Philip Alston said.","According to data from 2016, approximately 10 million people used firearms for hunting, more than 50 percent of all hunters participated in target shooting, and 22 percent of hunters visited shooting ranges (U.S. Fish and Wildlife Service, 2018).",0.0
We should abolish the right to keep and bear arms,Gun ownership is necessary for hunting/sports-shooting,"According to a Feb. 2013 Pew Research report, 32% of gun owners owned guns for hunting and 7% owned guns for target or sport shooting.","In 2011, there were 13.7 million hunters 16 years old or older in the United States, and they spent $7.7 billion on guns, sights, ammunition, and other hunting equipment.",1.0
We should abolish the right to keep and bear arms,Gun ownership is necessary for hunting/sports-shooting,"According to a Feb. 2013 Pew Research report, 32% of gun owners owned guns for hunting and 7% owned guns for target or sport shooting.","According to data from 2016, approximately 10 million people used firearms for hunting, more than 50 percent of all hunters participated in target shooting, and 22 percent of hunters visited shooting ranges (U.S. Fish and Wildlife Service, 2018).",0.0
